id,code,station,active,stationType,nameDepartment,nameProvince,nameMunicipality,nameBasin,macroregion,latitude,longitude,altitude,owner,start,operator,photo,stationCategory,status
807,A-1663,Sagrado Corazon,False,Convencional,Santa Cruz,Sajama,San Pedro,Qda. Santa,Chiquitania,-16.833333,-63.416667,135.0,,2003-07-01,,,,Inactivo
1443,A-1765,Salinas Villa Rivero,False,Convencional,Cochabamba,Arani,Villa Rivero,Rio Caine,Valles,-17.616667,-65.8,2650.0,,1977-06-01,,,,Inactivo
480,A-1966,Salinas_Pti.,False,Convencional,Potosí,Nicolás Suárez,Yocalla,Yocalla,Valles,-19.366667,-66.016667,3320.0,,1977-06-01,,,,Inactivo
222,A--1565,Puerto Almacen H (GPRS),True,Automática,Beni,Cercado Beni,Trinidad,Rio Ibare,Llanuras y Sabanas,-14.8685998916626,-64.9705963134766,156.0,,2017-09-28,,,,Inactivo
1570,A-1765,Punata_ENFE,False,Convencional,Cochabamba,Punata,Punata,Rio Caine,Valles,-17.547778,-65.836389,2730.0,,1967-12-31,,,Meteorológica,Inactivo
1400,A-1768,Rosas PataTuli,False,Convencional,La Paz,Pacajes,Calacoto,Parte Media del Rio Achuta,Altiplano,-17.716667,-68.716667,3950.0,,,,,Meteorológica,Inactivo
1379,A-1469,Rancho D,False,Convencional,La Paz,Franz Tamayo,Pelechuco,Rio Tuhichi,Yungas - Chapare,-14.6,-69.133333,4000.0,,,,,Meteorológica,Inactivo
721,A-2164,San Andres (Autom),False,Convencional,Tarija,Nicolás Suárez,Tarija,Rio Guadalquivir,Valles,-21.623333,-64.815,1987.0,,2008-11-01,,,,Inactivo
1373,A-2166,San Antonio de Lipez,False,Convencional,Potosí,Sajama,San Pablo,Rio Grande de Lipez,Altiplano,-21.833333,-66.9,4450.0,,1979-08-01,,,,Inactivo
1304,A-1765,San Ernesto_CBBA,False,Convencional,Cochabamba,Yacuma,Tiraque,Rio Irivizu,Valles,-17.366667,-65.266667,2000.0,,1995-01-01,,,,Inactivo
1283,A-1766,San Jose (CBBA),False,Convencional,Cochabamba,Sajama,Ayopaya,Rio Cotacajes,Valles,-17.366667,-66.733333,1055.0,,1977-08-01,,,,Inactivo
919,A-1867,San Jose De Kala,False,Convencional,Oruro,Abel Iturralde,Corque,Qda. Chokhajahuira,Altiplano,-18.6,-67.883333,3850.0,,1995-01-01,,,,Inactivo
1302,A-1765,San Kayani,False,Convencional,Cochabamba,Alonso de Ibáñez,Tiraque,Rio Caine,Valles,-17.4,-65.65,3684.0,,1977-04-01,,,,Inactivo
1001,A-1468,Santa Cruz del Valle Ameno,False,Convencional,La Paz,Angel Sandoval,Apolo,Rio Tuhichi,Yungas - Chapare,-14.65,-68.583333,1590.0,,,,,,Inactivo
1779,00029,4 Esquinas (GPRS),True,Automática telemétrica GPRS,Cochabamba,Quillacollo,Tiquipaya,Rio Cotacajes,Valles,-17.183616,-66.25057,,Misicuni,2021-10-02,Misicuni,stations/station/uxyvrvpmeyftfg5.jpeg,Meteorológica,Activo
84,A-2165,El Tranque (GPRS),True,Automática telemétrica GPRS,Chuquisaca,Sur Cinti,Culpina,Culpina Mayu,Valles,-20.810801,-64.9478,3034.0,MMAyA (Ministerio de Medio Ambiente y Agua),2017-04-30,MMAyA (Ministerio de Medio Ambiente y Agua),,Meteorológica,Activo
1651,A-1566,San Pedro de Cogotay,False,Convencional,La Paz,Sud Yungas,Palos Blancos,Rio Cotacajes,Yungas - Chapare,-15.838889,-66.914444,530.0,,2019-05-31,,,Meteorológica,Inactivo
307,A-1763,San Julian - Nucleo 32 (GPRS),True,Automática telemétrica GPRS,Santa Cruz,Ñuflo De Chávez,San Julián,Rio Pailas,Chiquitania,-16.606559,-62.945738,237.0,PROFIN - ANAPO,2020-09-11,SENAMHI,,Meteorológica,Activo
1223,A-1764,Santa Rosa Florida,False,Convencional,Santa Cruz,Sabaya,Comarapa,Rio Yapacanicito,Valles,-17.883333,-64.3,1500.0,,,,,,Inactivo
1539,A-1567,Santa Rosa Lp,False,Convencional,La Paz,Andrés Ibáñez,Guanay,Rio Kaka,Yungas - Chapare,-15.516667,-67.85,830.0,,,,,,Inactivo
856,A-1761,Santo Rosario,False,Convencional,Santa Cruz,San Pedro de Totora,Pailón,Qda. Copaibo,Chiquitania,-17.6,-61.95,450.0,,1994-05-01,,,,Inactivo
612,A-1567,Sapecho Aut,False,Convencional,La Paz,San Pedro de Totora,Palos Blancos,Parte Alta del Rio Beni,Yungas - Chapare,-15.565556,-67.325,410.0,,2013-07-01,,,,Inactivo
511,A-1567,Sapecho El Ceibo,False,Convencional,La Paz,Arani,Palos Blancos,Parte Alta del Rio Beni,Yungas - Chapare,-15.557222,-67.332778,416.0,,,,,,Inactivo
1486,A-1765,Serrano,False,Convencional,Cochabamba,Alonso de Ibáñez,Tiraque,Rio Caine,Valles,-17.416667,-65.65,3650.0,,1977-06-01,,,,Inactivo
611,A-2268,Silala,False,Convencional,Potosí,Sur Lipez,San Pablo,Sin Nombre,Altiplano,-22.009927,-68.011348,3900.0,,,,,,Inactivo
877,A-2166,Silala (auto),False,Convencional,Potosí,Sajama,San Pablo,Rio Grande de Lipez,Altiplano,-21.683333,-66.616667,4230.0,,,,,,Inactivo
736,A-2164,Suaruro,False,Convencional,Tarija,Andrés Ibáñez,Huacareta,El Arenal,Chaco,-21.0,-64.0,985.0,,1990-11-01,,,,Inactivo
446,A-1765,Tambillo (CBBA),False,Convencional,Cochabamba,Sabaya,Pocona,Rio Mizque,Valles,-17.566667,-65.5,2490.0,,1987-12-01,,,,Inactivo
324,A-1768,Tambillo_H,True,Automática,La Paz,Los Andes,Laja,Catavi,Altiplano,-16.523963,-68.4967,3839.0,MMAyA (Ministerio de Medio Ambiente y Agua) - UGCK,2019-11-28,SENAMHI,stations/station/rgfdy2tsqbfudtr.jpeg,Hidrológica,Activo
857,A-1764,Tambo,False,Convencional,Santa Cruz,Sara,Comarapa,Rio Yapacanicito,Valles,-17.966667,-64.283333,2000.0,,1981-09-01,,,,Inactivo
1628,A-1669,Santa Wara,False,Convencional,La Paz,Abuná,,,,-16.351111,-69.009167,4010.0,,2018-11-30,,,Meteorológica,Inactivo
1471,A-1467,Tumupara,False,Convencional,La Paz,Abel Iturralde,San Buenaventura,Parte Baja del Rio Beni,Amazonia,-14.1,-67.933333,436.0,,,,,Meteorológica,Inactivo
1381,A-1767,Santa Rosa ENDE,False,Convencional,La Paz,Loayza,Luribay,Rio Boopy,Valles,-17.116667,-67.733333,550.0,,,,,Meteorológica,Inactivo
1380,A-1468,Santa Rosa FTamayo,False,Convencional,La Paz,Franz Tamayo,Apolo,Rio Tuhichi,Yungas - Chapare,-14.65,-68.583333,1590.0,,,,,Meteorológica,Inactivo
887,A-2164,Tarija (auto),False,Convencional,Tarija,Nicolás Suárez,Tarija,Rio Guadalquivir,Valles,-21.55,-64.733333,1875.0,,,,,,Inactivo
584,A-1963,Ticucha_h,False,Convencional,Chuquisaca,Sajama,Villa Vaca Guzmán,Parte Baja del Rio Guapay,Chaco,-19.616667,-63.866667,1000.0,,1975-07-01,,,,Inactivo
447,A-1865,Tin Tin,False,Convencional,Cochabamba,Sara,Mizque,Rio Mizque,Valles,-18.033333,-65.45,2190.0,,1977-06-01,,,,Inactivo
339,A-2265,Tolomosa CA (SAT),False,Automática,Tarija,Nicolás Suárez,Tarija,Rio Guadalquivir,Valles,-21.5914,-64.767502,1910.0,,,,,,Inactivo
449,A-1765,Toncoli,False,Convencional,Cochabamba,Sajama,San Benito,Rio Caine,Valles,-17.516666999999998,-65.9,3350.0,,1977-10-01,,,,Inactivo
1540,A-1568,Tora_h,False,Convencional,La Paz,Andrés Ibáñez,Tipuani,Rio Kaka,Yungas - Chapare,-15.583333,-68.166667,3819.0,,1972-03-01,,,,Inactivo
531,A-1965,Totora Pti_h,False,Convencional,Potosí,Nicolás Suárez,Tacobamba,Tirina,Valles,-19.183333,-65.466667,3610.0,,1989-12-01,,,,Inactivo
1676,A-1765,Tiraque (Autom),False,Convencional,Cochabamba,Tiraque,Tiraque,Rio Caine,Valles,-17.430556,-65.7275,3278.0,,2018-11-30,,,Meteorológica,Inactivo
1568,A-1865,Tin_Tin_ENFE,False,Convencional,Cochabamba,Mizque,Mizque,Rio Mizque,Valles,-18.030556,-65.455833,2160.0,,1971-12-31,,,Meteorológica,Inactivo
1504,A-1668,Tembladerani,False,Convencional,La Paz,Murillo,Nuestra Señora de La Paz,Rio Boopy,Valles,-16.5,-68.133333,3680.0,,1975-05-31,,,Meteorológica,Inactivo
1470,A-1768,Topohoco,False,Convencional,La Paz,Pacajes,Corocoro,Qda Vicarani,Altiplano,-17.183333,-68.233333,4000.0,,,,,Meteorológica,Inactivo
1176,A-1766,Toro Toro_cochabamba,False,Convencional,Cochabamba,Quillacollo,Sipe Sipe,Rio Caine,Valles,-17.566667,-66.333333,2500.0,,,,,Meteorológica,Inactivo
338,A-2165,Tomatas Grande CA (SAT),False,Automática,Tarija,Méndez,Villa San Lorenzo,Rio Guadalquivir,Valles,-21.309999,-64.7967,2156.0,,,,,Meteorológica,Inactivo
1901,24-0011,Calachaka Jahuira,True,Convencional,La Paz,Inquisivi,Quime,Rio Boopy,Valles,-16.834722,-67.391389,3815.0,TAURO S.A.,2023-12-31,TAURO S.A.,,Meteorológica,Activo
608,A-2163,Turupayo,False,Convencional,Tarija,Andrés Ibáñez,Entre Rios (La Moreta),Rio Suaruro,Chaco,-21.328056,-63.955,786.0,,2013-01-01,,,,Inactivo
1306,A-1768,Umala,False,Convencional,La Paz,Sara,Umala,Qda Vicarani,Altiplano,-17.35,-68.033333,3800.0,,1983-02-01,,,,Inactivo
595,A-1766,Ushpa Ushpa_ENFE,False,Convencional,Cochabamba,Antonio Quijarro,Cochabamba,Rio Caine,Valles,-17.466667,-66.099722,2725.0,,1972-01-01,,,,Inactivo
534,A-2062,Valle Hermoso_h,False,Convencional,Chuquisaca,Sajama,Macharetí,Carandayti,Chaco,-20.6,-62.733333,1120.0,,1977-04-01,,,,Inactivo
521,A-1764,Valle Ivirsa,False,Convencional,Cochabamba,Sajama,Entre Rios (Bulo Bulo),Rio Ichilo,Yungas - Chapare,-17.083333,-64.666667,1260.0,,1980-02-01,,,,Inactivo
594,A-1866,Venta y Media,False,Convencional,Oruro,Andrés Ibáñez,Poopó,Rio San Juan De Sora Sora,Altiplano,-18.266666999999998,-66.883056,3898.0,,1989-01-01,,,,Inactivo
540,A-1765,Tuti Melga,False,Convencional,Cochabamba,Chapare,Sacaba,Rio Caine,Valles,-17.429722,-65.883611,3693.0,,2009-12-31,,stations/station/69ymjempyu9tp4b.png,,Inactivo
351,A-2067,Uyuni,False,Automática,Potosí,Antonio Quijarro,Uyuni,Rio Coscana,Altiplano,-20.4667,-66.831398,4000.0,,2015-01-14,,stations/station/c729qf5rawvfzsp.png,,Inactivo
1595,A-1866,Vilapampa Aut,False,Automática telemétrica GPRS,Cochabamba,Bolivar,Bolivar,Rio San Pedro,Altiplano,-18.048889,-66.696111,3980.0,,2014-02-28,,,Meteorológica,Mantenimiento
537,A-2064,Villa Charcas_h,False,Convencional,Chuquisaca,Angel Sandoval,Villa Charcas,Rio Villa Charcas,Valles,-20.733889,-64.885833,2968.0,,2002-03-01,,,,Inactivo
1342,A-1965,Thapaña,False,Convencional,Potosí,Tomás Frías,Tinguipaya,Yocalla,Valles,-19.266666999999998,-65.933333,3830.0,SENAMHI,1999-07-30,SENAMHI,stations/station/5an4k2easn32kcx.png,,Inactivo
843,A-1964,Villa Serrano (Autom),False,Convencional,Chuquisaca,Antonio Quijarro,Villa Serrano,Rio Azero,Valles,-19.118056,-64.3225,2108.0,,,,,,Inactivo
1178,A-1667,Vivero Polea,False,Convencional,La Paz,Sajama,Cajuata,Rio Boopy,Yungas - Chapare,-16.666667,-67.283333,2000.0,,,,,,Inactivo
1637,A-1766,Viloma (Autom),False,Convencional,Cochabamba,Quillacollo,Vinto,Rio Caine,Valles,-17.413333,-66.385,2669.0,,2017-12-31,,,Meteorológica,Inactivo
1549,A-1765,Vila_Vila_ENFE,False,Convencional,Cochabamba,Mizque,Vila Vila,Rio Mizque,Valles,-17.98,-65.625833,2565.0,,1971-12-31,,,Meteorológica,Inactivo
354,A-1863,Viru Viru,True,Automática,Santa Cruz,Warnes,Warnes,Rio Chane,Chiquitania,-17.650292,-63.136979,378.0,,2004-12-30,,,Meteorológica,Activo
766,A-1766,Wintujara,False,Convencional,Cochabamba,Nicolás Suárez,Sacaba,Rio Espiritu Santo,Valles,-17.276389,-66.116944,3350.0,,1990-01-01,,,,Inactivo
453,A-1765,Yanamuyo CBBA,False,Convencional,Cochabamba,Yacuma,Totora,Rio Irivizu,Valles,-17.408333,-65.233333,2000.0,,1977-12-01,,,,Inactivo
633,A-1966,Yanuma Condo IHH-UMSA,False,Convencional,Oruro,Arani,Santiago de Huari,Rio Tacagua,Altiplano,-19.033056,-66.722778,4041.0,,,,,,Inactivo
615,A-1763,Yapacani Aut,False,Convencional,Santa Cruz,Abuná,San Juan,Rio Yapacanicito,Chiquitania,-17.404444,-63.844444,287.0,,2013-10-01,,,,Inactivo
1541,A-1567,Yolosani,False,Convencional,La Paz,Andrés Ibáñez,Guanay,Rio Kaka,Yungas - Chapare,-15.583333,-67.85,560.0,,,,,,Inactivo
661,A-2165,Zurita (Autom),False,Convencional,Tarija,Abel Iturralde,Yunchará,Villa Pacheco,Altiplano,-21.753889,-65.239444,3463.0,,2016-01-01,,,,Inactivo
1385,A-1468,Yuyo,False,Convencional,La Paz,Franz Tamayo,Apolo,Rio Kaka,Yungas - Chapare,-14.666667,-68.383333,1300.0,,,,,Meteorológica,Inactivo
1384,A-1567,Yolosa,False,Convencional,La Paz,Sud Yungas,Palos Blancos,Parte Alta del Rio Beni,Yungas - Chapare,-15.383333,-67.5,365.0,,,,,Meteorológica,Inactivo
1678,A-1765,Vila Vila (Autom),False,Convencional,Cochabamba,Mizque,Vila Vila,Rio Mizque,Valles,-17.984722,-65.627222,2551.0,,2018-08-30,,stations/station/a5wkvyenm7uyb3y.png,Meteorológica,Inactivo
1383,A-1667,Yanacachi,False,Convencional,La Paz,Sud Yungas,Yanacachi,Rio Boopy,Yungas - Chapare,-16.389444,-67.743056,1840.0,,1990-10-30,,stations/station/vsjxxb07l85gzi1.png,Meteorológica,Inactivo
1209,A-1762,Okinawa I,True,Convencional,Santa Cruz,Warnes,Okinawa Uno,Parte Baja del Rio Guapay,Chiquitania,-17.216667,-62.883333,252.0,SENAMHI,1975-10-30,SENAMHI,,Meteorológica,Activo
1611,A-2165,Yuticancha (Autom),True,Convencional,Tarija,Avilés,Yunchará,Rio Honda 1,Altiplano,-21.915556,-65.065278,3815.0,,2016-12-30,,,Meteorológica,Mantenimiento
176,A-1964,Presa Escaleras_M (GPRS),True,Automática,Chuquisaca,Belisario Boeto,Villa Serrano,Rio Azero,Valles,-19.1306,-64.321899,2099.0,,,,,Meteorológica,Inactivo
767,A-1765,Kewiña k'asa,False,Convencional,Cochabamba,Carrasco,Pocona,Rio Mizque,Valles,-17.765556,-65.388611,2742.0,SENAMHI,2007-09-29,SENAMHI,stations/station/apoi6q89xn7jpw3.png,,Inactivo
1221,A-1662,San Julian,True,Convencional,Santa Cruz,Ñuflo De Chávez,San Julián,Rio Pailas,Chiquitania,-16.881901,-62.615402,249.0,SENAMHI,1973-03-29,SENAMHI,,Meteorológica,Activo
1411,A-2166,San Antonio de Esmoruco,False,Convencional,Potosí,Sur Lipez,San Antonio de Esmoruco,Parte Alta del Rio San Antonio,Altiplano,-21.951667,-66.519444,3701.0,SENAMHI,1979-12-29,SENAMHI,stations/station/m90jrau02znm93p.png,Meteorológica,Inactivo
915,A-1767,Huayllamarca,True,Convencional,Oruro,Nor Carangas,Huayllamarca,Naciente del Rio Khochi,Altiplano,-17.835763,-67.93966,3852.0,SENAMHI,1990-03-27,SENAMHI,stations/station/aa9tidmn9z6a7sg.png,Meteorológica,Activo
609,A-1768,Curahuara de Carangas SAT,False,Convencional,Oruro,Sajama,Curahuara de Carangas,Rio Caranguillas,Altiplano,-17.838889,-68.414444,3917.0,,2012-08-30,,,Meteorológica,Inactivo
1556,A-1667,Carmen Pampa,True,Convencional,La Paz,Nor Yungas,Coroico,Rio Kaka,Yungas - Chapare,-16.258056,-67.691111,2010.0,UCB,2000-12-30,UCB,,Meteorológica,Activo
1299,A-1765,Sacabamba,False,Convencional,Cochabamba,Esteban Arze,Sacabamba,Rio Caine,Valles,-17.803889,-65.800833,3174.0,SENAMHI,1971-10-30,SENAMHI,stations/station/7xcakb6my9wq706.png,,Inactivo
1573,A-1866,Challapata_ENFE,False,Convencional,Oruro,Abaroa,Challapata,Rio Tacagua,Altiplano,-18.899191,-66.779569,3735.0,SENAMHI,1967-12-27,SENAMHI,stations/station/r2z9tl3xqaj188i.png,Meteorológica,Inactivo
956,A-1868,Huachacalla,False,Convencional,Oruro,Litoral,Huachacalla,Huachacalla,Altiplano,-18.787222,-68.257222,3746.0,SENAMHI,1975-07-29,SENAMHI,,,Inactivo
1416,A-1767,Condoriri - UTO,False,Convencional,Oruro,Cercado Oruro,Caracollo,Naciente del Rio Caraqcollo,Altiplano,-17.543761,-67.238355,3860.0,SENAMHI,1964-02-27,UTO,stations/station/46eez8ykmxh8qz0.png,Meteorológica,Mantenimiento
558,A-1867,Opoqueri AT,False,Convencional,Oruro,Carangas,Corque,Parte Media Rio Barras,Altiplano,-18.532778,-67.897222,3650.0,,2010-12-30,,,,Inactivo
1174,A-1766,Tarata,True,Convencional,Cochabamba,Esteban Arze,Tarata,Rio Caine,Valles,-17.608611,-66.022778,2775.0,SENAMHI,1957-08-29,SENAMHI,stations/station/xysnlyts6q8pd3l.png,Meteorológica,Activo
402,A-2066,Tica Tica,False,Convencional,Potosí,Antonio Quijarro,Tomave,Parte Baja del Rio Yura,Altiplano,-20.183333,-66.016667,3820.0,,1983-09-30,,stations/station/9peb61vuqqe4fm8.png,,Inactivo
434,A-1764,Ivirgarzama,False,Convencional,Cochabamba,Carrasco,Puerto Villarroel,Parte Alta del Rio  Ivirgarsama,Yungas - Chapare,-17.033333,-64.85,250.0,SENAMHI,1974-05-31,SENAMHI,,,Inactivo
562,A-1766,Incachaca - Quillacollo,False,Convencional,Cochabamba,Quillacollo,Quillacollo,Rio Cotacajes,Valles,-17.133333,-66.366667,3500.0,SENAMHI,1974-05-31,SENAMHI,,,Inactivo
1021,A-2065,San Lucas,True,Convencional,Chuquisaca,Nor Cinti,San Lucas,Rio San Lucas,Valles,-20.1025,-65.133333,3047.0,SENAMHI,1974-10-30,SENAMHI,,Meteorológica,Activo
1269,A-1667,La Asunta,True,Convencional,La Paz,Sud Yungas,La Asunta,Rio Boopy,Yungas - Chapare,-16.126667,-67.196667,756.0,SENAMHI,1973-06-28,SENAMHI,stations/station/we3j02t9q32ks2b.png,Meteorológica,Activo
699,A-2164,Embalse San Jacinto,False,Convencional,Tarija,Cercado Tarija,Tarija,Rio Guadalquivir,Valles,-21.6,-64.7,1800.0,SENAMHI,1990-10-31,SENAMHI,,,Inactivo
1083,A-1668,Achocalla,True,Convencional,La Paz,Murillo,Achocalla,Rio Boopy,Altiplano,-16.581111,-68.160833,3764.0,SENAMHI,1975-05-27,SENAMHI,,Meteorológica,Activo
1190,A-2164,Leon Cancha,False,Convencional,Tarija,Méndez,Villa San Lorenzo,Rio Ca±a Huaycho,Valles,-21.178333,-64.715278,2600.0,SENAMHI,1976-09-29,SENAMHI,stations/station/zl0x0k3714y0oin.png,,Inactivo
337,A-2065,Toma San Juan_H (SAT),True,Automática,Potosí,José María Linares,Ckochas,Rio  khenkho,Valles,-19.7353,-65.098099,4248.0,,,,,Hidrológica,Activo
1282,A-1765,Mizque,False,Convencional,Cochabamba,Mizque,Mizque,Rio Mizque,Valles,-17.942778,-65.337778,2045.0,,1947-12-31,,stations/station/6h3kwxbkwx8xc45.png,,Inactivo
1113,A-1667,Pinaya,False,Convencional,La Paz,Murillo,Palca,Rio Boopy,Valles,-16.638333,-67.858333,3780.0,SENAMHI,1975-03-30,SENAMHI,stations/station/3bbhmw5froa0i3r.png,,Inactivo
1181,A-1566,Covendo,False,Convencional,La Paz,Sud Yungas,Palos Blancos,Rio Cotacajes,Yungas - Chapare,-15.83,-66.949722,500.0,SENAMHI,1948-09-30,SENAMHI,,,Inactivo
1204,A-1863,Mairana,False,Convencional,Santa Cruz,Florida,Mairana,Rio Yapacanicito,Valles,-18.1,-63.95,1350.0,SENAMHI,1947-07-31,SENAMHI,,,Inactivo
398,A-1763,Vallecito,False,Convencional,Santa Cruz,Andrés Ibáñez,Santa Cruz de la Sierra,Parte Baja del Rio Guapay,Chiquitania,-17.766666999999998,-63.15,398.0,SENAMHI,1977-12-31,SENAMHI,,,Inactivo
393,A-1361,Piso Firme,False,Convencional,Santa Cruz,Velasco,San Ignacio de Velasco,Arr. Cachuela,Chiquitania,-13.650556,-61.807778,260.0,SENAMHI,1991-02-28,SENAMHI,,,Inactivo
1125,A-1767,San Jose Alto,False,Convencional,La Paz,Gualberto Villarro*,Papel Pampa,Rio Matar Jahuira,Altiplano,-17.704444,-67.778611,3746.0,SENAMHI,1974-05-30,SENAMHI,stations/station/82gh3lm5mkmh5xy.png,,Inactivo
1698,A-1767,Milla Milla (euroclima),True,Convencional,La Paz,Aroma,Sica Sica,Rio Toloma,Altiplano,-17.456211,-67.557379,3761.0,HELVETAS,2021-07-24,Municipio - SENAMHI,stations/station/oqk6h426fjvqpm3.jpeg,Meteorológica,Activo
1222,A-1664,San Rafael,False,Convencional,Santa Cruz,Ichilo,San Juan,Arr. Primera palca,Chiquitania,-16.783333,-64.666667,400.0,SENAMHI,1978-01-30,SENAMHI,stations/station/8vpbi7oasvj4l8h.png,,Inactivo
1772,00022,Guayaramerín - Mamore_H,True,Convencional,Beni,Vaca Diez,Guayaramerín,Rio Guayanamerin,Amazonia,-10.812335,-65.342978,120.0,SENAMHI,1975-11-26,SENAMHI,stations/station/nyjpxdxxr9b49pu.jpeg,Hidrológica,Activo
760,A-1765,Serrano Centro_CBBA,False,Convencional,Cochabamba,Arani,Arani,Rio Caine,Valles,-17.591111,-65.765,2756.0,SENAMHI,2007-09-29,SENAMHI,stations/station/43jeyweu4qc544f.png,,Inactivo
539,A-1865,Taboada,False,Convencional,Cochabamba,Campero,Aiquile,Rio Mizque,Valles,-18.079444,-65.212778,2407.0,SENAMHI,2007-09-29,SENAMHI,stations/station/xvmwu7tisem8apx.png,,Inactivo
1274,A-1668,Viacha,False,Convencional,La Paz,Ingavi,Viacha,Parte Alta del Rio Pallina,Altiplano,-16.658341,-68.282024,3850.0,SENAMHI,1959-04-28,SENAMHI,stations/station/glcdlfq73v2oa8q.png,Meteorológica,Inactivo
912,A-1867,Corque,False,Convencional,Oruro,Carangas,Corque,Rio Caquiza,Altiplano,-18.343889,-67.678333,3758.0,SENAMHI,1976-07-28,SENAMHI,,Meteorológica,Inactivo
955,A-1867,Choquecota,False,Convencional,Oruro,Carangas,Choquecota,Rio Jucuruma,Altiplano,-18.096944,-67.898889,3867.0,SENAMHI,1990-12-29,SENAMHI,stations/station/hs14ecdyx28wqt7.png,Meteorológica,Inactivo
1754,00013,Presa Escalerani_EHM (SAT),True,Satelital,Cochabamba,Quillacollo,Tiquipaya,Rio Cotacajes,Valles,-17.187984,-66.211107,4189.0,Servicio Departamental de Cuencas,,Servicio Departamental de Cuencas,,Meteorológica,Activo
1817,00067,Pampas de Padilla (SAT),True,Satelital,Chuquisaca,Tomina,Padilla,Rio Azero,Valles,-19.28025065,-64.32992833,2117.0,,2018-11-29,,,Meteorológica,Activo
1812,00062,San Josecito - Pilaya_H,True,Convencional,Chuquisaca,Sur Cinti,Culpina,Arbolito,Valles,-21.14742,-64.23473,821.0,SENAMHI,2012-12-02,SENAMHI,stations/station/nut84y93hals7di.png,Hidrológica,Activo
1042,A-1768,Achiri,True,Convencional,La Paz,Pacajes,Caquiaviri,Rio Quillhuri,Altiplano,-17.212557,-69.002579,3880.0,SENAMHI,1975-04-26,SENAMHI,stations/station/gqxi6t3fqnna9yv.jpeg,Meteorológica,Activo
291,A-1668,San Roque - El Alto (GPRS),True,Automática telemétrica GPRS,La Paz,Murillo,El Alto,Rio Vilaque,Altiplano,-16.475599,-68.270798,3989.0,GAMEA,2016-05-20,GAMEA - SENAMHI,stations/station/tltyoepkptkfw7e.jpeg,Meteorológica,Activo
109,A-1768,INAC Cochabamba - (GPRS),False,Automática,La Paz,Gualberto Villarro*,Chacarilla,Llocohuta,Altiplano,-17.425301,-68.167503,2565.0,,2014-12-08,,,Meteorológica,Inactivo
1758,00017,Toma San Juan_EN (SAT)_H,True,Satelital,Potosí,Antonio Quijarro,Porco,Rio San Juan,Altiplano,-19.735191,-66.09809,4274.0,Servicio Departamental de Cuencas,,Servicio Departamental de Cuencas,stations/station/kvs42eir7l1y1f1.webp,Hidrológica,Activo
1807,00057,Tarapaya - Río Tarapaya_H,True,Convencional,Potosí,Tomás Frías,Potosí,Rio Tarapaya,Valles,-19.46994,-65.79073,3340.0,SENAMHI,1990-12-02,SENAMHI,stations/station/5m2oe4xck0x4rk1.png,Hidrológica,Activo
1084,A-1568,Ancoraimes,True,Convencional,La Paz,Omasuyos,Villa Ancoraimes,Naciente del Rio Calahuancani,Altiplano,-15.898333,-68.904167,3870.0,SENAMHI,1975-05-30,SENAMHI,,Meteorológica,Activo
1160,A-1665,La Jota (Chimore),False,Convencional,Cochabamba,Carrasco,Chimoré,Rio Chimore,Yungas - Chapare,-16.995,-65.171389,254.0,,1974-01-31,,stations/station/67896gmoe4zsk7f.png,,Inactivo
1808,00058,Tumusla_H,True,Convencional,Potosí,Nor Chichas,Cotagaita,Comunidad Tumusla,Valles,-20.4833,-65.6158,2618.0,SENAMHI,1974-12-04,SENAMHI,,Hidrológica,Activo
1806,00056,La Angostura_H,True,Convencional,Potosí,Sur Chichas,Tupiza,Desembocadura del Rio Tupiza,Valles,-21.5008,-65.7042,2929.0,,,,,Hidrológica,Activo
929,A-2165,Mojo,True,Convencional,Potosí,Modesto Omiste,Villazón,Rio Selocha,Altiplano,-21.829166999999998,-65.550556,3422.0,SENAMHI,1942-12-30,SENAMHI,stations/station/ro54jeudzh4d8hx.png,Meteorológica,Activo
1175,A-1765,Tiraque,True,Convencional,Cochabamba,Tiraque,Tiraque,Rio Caine,Valles,-17.425278,-65.724444,3304.0,SENAMHI,1953-09-29,SENAMHI,stations/station/4zx85di1yourws8.png,Meteorológica,Activo
385,A-1968,Todos Santos_Or,True,Convencional,Oruro,Mejillones,Todos Santos,Nacientes del Rio Todos Santos,Altiplano,-19.008243,-68.715684,3805.0,SENAMHI,1975-07-26,SENAMHI,stations/station/0jjv0vyltm0ot0f.png,Meteorológica,Activo
1809,00059,Yocalla - Pilcomayo_H,True,Convencional,Potosí,Tomás Frías,Yocalla,Yocalla,Valles,-19.40153,-65.91055,3440.0,SENAMHI,1972-11-25,SENAMHI,stations/station/lm15kviioozgwnn.png,Hidrológica,Activo
1799,00049,Puente Villa - Taquesi_H,True,Convencional,La Paz,Sud Yungas,Yanacachi,Rio Boopy,Yungas - Chapare,-16.4033,-67.6422,1500.0,SENAMHI,1977-11-30,SENAMHI,,Hidrológica,Activo
1801,00051,Santa Rita de Bs. As - Coroico_H,True,Convencional,La Paz,Larecaja,Teoponte,Rio Kaka,Yungas - Chapare,-15.6922,-67.6908,550.0,SENAMHI,,SENAMHI,stations/station/5dvxql68intmw6f.png,Hidrológica,Activo
1794,00044,Chicani_H,True,Convencional,La Paz,Murillo,Nuestra Señora de La Paz,Rio Boopy,Valles,-16.4822,-68.0769,3420.0,SENAMHI,1977-11-29,SENAMHI,,Hidrológica,Activo
